0,1,2,3,4,5,6,7,8,9,10,date
1940,QRK Quark,QRK,"$377,570.95",$0.001299,290.667.510 QRK,--,"-0,13%","0,01%","-1,13%",,2024_04_21
1941,CVT CyberVein,CVT,"$374,358.67",$0.000353,1.060.404.496 CVT,"$27,261.25","0,24%","3,27%","9,78%",,2024_04_21
1942,SWINGBY Swingby,SWINGBY,"$370,265.11",$0.0004256,870.000.000 SWINGBY *,$74.13,"-0,07%","33,98%","38,01%",,2024_04_21
1943,LFW Linked Finance World,LFW,"$369,693.02",$0.01155,32.013.208 LFW *,"$2,155,207.12","-3,92%","-25,18%","21,78%",,2024_04_21
1944,LIFE Life Crypto,LIFE,"$368,101.53",$0.0001399,2.631.194.572 LIFE,"$104,037.14","-0,18%","5,22%","-13,79%",,2024_04_21
1945,BOB Bob's Repair,BOB,"$367,010.62",$0.001999,183.640.758 BOB,$4.5600,"-0,01%","-6,65%","-10,54%",,2024_04_21
1946,BIN Binemon,BIN,"$364,261.99",$0.000874,416.778.746 BIN *,"$103,538.46","-0,36%","-0,10%","-5,89%",,2024_04_21
1947,BUY Burency,BUY,"$362,731.55",$0.001871,193.878.224 BUY,"$96,403.00","-0,90%","-1,99%","33,57%",,2024_04_21
1948,CNS Centric Swap,CNS,"$356,129.81",$0.00000359,99.199.055.800 CNS *,"$174,365.19","-1,49%","-4,43%","-6,09%",,2024_04_21
1949,XPNET XP NETWORK,XPNET,"$361,809.65",$0.002744,131.870.792 XPNET *,"$207,835.46","0,00%","-0,57%","-2,60%",,2024_04_21
1950,NEWS PUBLISH,NEWS,"$366,130.06",$0.0001801,2.033.332.889 NEWS,"$43,940.97",<0.01%,"-1,66%","-11,84%",,2024_04_21
1951,RPZX Rapidz,RPZX,"$360,022.71",$0.0001948,1.847.661.820 RPZX,--,"-0,18%","-0,31%","-1,56%",,2024_04_21
1952,GMMT Giant Mammoth,GMMT,"$359,273.66",$0.03845,9.343.650 GMMT,"$1,815,639.99","1,33%","-3,62%","8,68%",,2024_04_21
1953,IMT Moneytoken,IMT,"$357,837.29",$0.00003147,11.369.423.186 IMT,"$28,196.76","-0,26%","-50,14%","-91,96%",,2024_04_21
1954,HUSH Hush,HUSH,"$356,782.85",$0.02975,11.991.948 HUSH,--,"-0,16%","-0,59%","1,20%",,2024_04_21
1955,NINO Ninneko,NINO,"$356,097.94",$0.005487,64.904.273 NINO *,"$8,543.10","-1,60%","5,61%","14,29%",,2024_04_21
1956,PAPI Papi,PAPI,"$354,741.91",$0.00000038,935.000.001.014 PAPI *,$250.59,"-0,08%",<0.01%,"-2,26%",,2024_04_21
1957,OPEN OpenWorld,OPEN,"$355,751.75",$0.006892,51.617.956 OPEN *,--,"0,00%","0,00%","6,32%",,2024_04_21
1958,DESU Dexsport,DESU,"$353,663.58",$0.003431,103.090.997 DESU,$216.74,"-0,02%","0,13%","-0,38%",,2024_04_21
1959,BLINK BLink,BLINK,"$352,052.66",$0.00191,184.347.125 BLINK *,$53.69,"0,00%","2,14%","12,59%",,2024_04_21
1960,HUSL The HUSL,HUSL,"$348,578.22",$0.03358,10.379.879 HUSL *,"$8,389.53","1,11%","-0,62%","1,23%",,2024_04_21
1961,RAZE Raze Network,RAZE,"$346,758.09",$0.002922,118.690.910 RAZE *,"$29,262.40","-0,64%","33,56%","38,00%",,2024_04_21
1962,PAINT MurAll,PAINT,"$345,058.96",$0.00003727,9.258.413.166 PAINT *,"$27,231.64","-0,47%","-1,78%","-3,16%",,2024_04_21
1963,INEX Inex Project,INEX,"$342,748.09",$0.00003147,10.890.000.000 INEX,--,"-0,26%","-0,27%","-0,27%",,2024_04_21
1964,LNR Lunar,LNR,"$342,613.21",$0.004641,73.830.967 LNR,"$135,184.21","-0,48%","1,53%","0,14%",,2024_04_21
1965,CLS Coldstack,CLS,"$340,498.63",$0.2262,1.504.975 CLS *,"$100,863.34","0,10%","0,51%","-2,43%",,2024_04_21
1966,WATCH yieldwatch,WATCH,"$337,983.44",$0.01718,19.675.544 WATCH *,$68.78,"0,00%","1,23%","1,68%",,2024_04_21
1967,SWRV Swerve,SWRV,"$336,259.90",$0.01834,18.335.864 SWRV *,"$6,985.70","-0,03%","-6,09%","-1,46%",,2024_04_21
1968,MAT My Master War,MAT,"$336,842.21",$0.005019,67.108.529 MAT *,"$9,824.34","0,26%","-3,54%","4,41%",,2024_04_21
1969,FXDX FXDX,FXDX,"$333,533.96",$0.008688,38.391.087 FXDX,"$17,446.05","-0,10%","3,78%","9,42%",,2024_04_21
1970,HGOLD HollyGold,HGOLD,"$332,950.71",$0.07102,4.687.803 HGOLD *,$911.47,"1,43%","-12,35%","4,31%",,2024_04_21
1971,SILVA Silva Token,SILVA,"$332,754.80",--,1.669.960.531.442.310 SILVA,$1.0000,"0,00%","0,77%","5,23%",,2024_04_21
1972,DFA DeFine,DFA,"$332,270.49",$0.00129,257.528.934 DFA *,"$14,528.04","-0,05%","-0,22%","10,88%",,2024_04_21
1973,SWP Kava Swap,SWP,"$330,532.53",$0.009763,33.854.166 SWP,"$147,401.71","0,10%","0,18%","-3,93%",,2024_04_21
1974,AG8 AtromG8,AG8,"$326,034.30",$0.007763,42.000.000 AG8 *,"$3,430.69",<0.01%,"-0,01%","7,60%",,2024_04_21
1975,CRA Crabada,CRA,"$324,036.85",$0.0009103,355.983.565 CRA *,$46.24,"0,00%","-0,56%","20,47%",,2024_04_21
1976,IF Impossible Finance,IF,"$324,017.84",$0.054,6.000.661 IF *,$138.84,"-1,07%","-1,34%","16,28%",,2024_04_21
1977,OCTO OctoFi,OCTO,"$322,353.25",$0.404,797.953 OCTO *,--,"-0,10%","-0,13%","-0,17%",,2024_04_21
1978,NFTD NFTrade,NFTD,"$320,841.59",$0.009799,32.741.175 NFTD *,"$22,473.56","-0,02%","-0,52%","2,27%",,2024_04_21
1979,COT CoTrader,COT,"$319,203.18",$0.00001596,20.000.000.000 COT *,$132.08,"-0,92%","-1,58%","-1,61%",,2024_04_21
1980,PACOCA Pacoca,PACOCA,"$316,882.34",$0.0009571,331.082.967 PACOCA *,$710.58,"0,00%","0,55%","-0,42%",,2024_04_21
1981,LEV Levante U.D. Fan Token,LEV,"$312,391.64",$0.3097,1.008.626 LEV *,$21.48,"-0,77%","3,57%","14,08%",,2024_04_21
1982,CRX CryptEx,CRX,"$312,717.67",$3.6790,85.000 CRX *,$37.99,"0,00%","1,52%","1,23%",,2024_04_21
1983,BALPHA bAlpha,BALPHA,"$311,267.61",$17.29,18.000 BALPHA,$106.90,"0,00%","0,36%","-12,00%",,2024_04_21
1984,EQZ Equalizer,EQZ,"$311,178.42",$0.006224,50.000.000 EQZ *,$25.33,"0,00%","3,57%","-24,36%",,2024_04_21
1985,HYPR Hypr Network,HYPR,"$312,214.58",$0.004347,71.819.593 HYPR *,"$21,317.45","-0,04%","-34,87%","-76,01%",,2024_04_21
1986,TXL Autobahn Network,TXL,"$307,437.54",$0.004584,67.070.793 TXL *,$7.6600,"0,00%","0,55%","5,66%",,2024_04_21
1987,TITAN TitanSwap,TITAN,"$300,197.07",$0.003241,92.615.119 TITAN,"$51,844.34","-0,15%","-0,28%","-1,34%",,2024_04_21
1988,MTC Moonft,MTC,"$300,076.30",$0.9093,329.999 MTC *,"$212,605.00","-0,11%","-0,01%","-1,11%",,2024_04_21
1989,FTG OnGO,FTG,"$299,801.48",$0.002608,114.940.812 FTG,"$154,829.02","0,77%","1,05%","12,84%",,2024_04_21
1990,HELMET Helmet.insure,HELMET,"$299,531.85",$0.006933,43.200.822 HELMET *,$85.13,"0,00%","1,55%","2,20%",,2024_04_21
1991,AZY Amazy,AZY,"$297,373.04",$0.007266,40.923.921 AZY,"$387,499.95","0,12%","-2,16%","10,35%",,2024_04_21
1992,RUFF Ruff,RUFF,"$296,627.45",$0.0003025,980.500.000 RUFF *,"$25,726.16","0,07%","0,23%","2,10%",,2024_04_21
1993,PEL Propel,PEL,"$295,036.45",$0.007829,37.683.673 PEL,"$142,976.68","0,12%","2,64%","2,83%",,2024_04_21
1994,ZLW Zelwin,ZLW,"$295,172.07",$0.004081,72.331.834 ZLW *,"$75,635.01",<0.01%,"-0,53%","-20,25%",,2024_04_21
1995,SFX Safex Cash,SFX,"$294,358.82",$0.0009003,326.950.697 SFX,$148.03,<0.01%,"-10,01%","-25,07%",,2024_04_21
1996,TFBX TrueFeedBack,TFBX,"$292,798.80",$0.00007997,3.661.430.200 TFBX,"$26,368.40","0,00%","0,75%","-4,02%",,2024_04_21
1997,TXA Project TXA,TXA,"$291,313.14",$0.04341,6.709.998 TXA,"$267,508.95","2,32%","9,34%","45,02%",,2024_04_21
1998,LDOGE LiteDoge,LDOGE,"$285,914.41",$0.00001741,16.422.580.992 LDOGE *,--,"-0,39%","-2,70%","12,79%",,2024_04_21
1999,BANK Float Protocol (Bank),BANK,"$284,308.51",$0.9593,296.381 BANK *,"$14,940.03","-0,25%","-3,48%","0,06%",,2024_04_21
2000,ALL Alliance Fan Token,TODO,"$273,149.28",$0.1798,1.519.184 ALL *,$26.84,"-0,77%","0,08%","17,53%",,2024_04_21
2001,CZGOAT CZ THE GOAT,CZGOAT,"$278,749.55",$0.0003383,824.000.000 CZGOAT *,"$17,903.81","0,30%","-12,95%","18,97%",,2024_04_21
2002,MEGALAND Metagalaxy Land,MEGALAND,"$278,198.89",$0.0002782,1.000.000.000 MEGALAND *,"$52,905.56","-0,70%","-0,12%","2,55%",,2024_04_21
2003,UBEX Ubex,UBEX,"$275,229.18",$0.00008324,3.306.258.739 UBEX *,$304.78,"-0,13%","16,40%","-2,20%",,2024_04_21
2004,STV Sint-Truidense Voetbalvereniging Fan Token,STV,"$274,235.75",$0.5487,499.810 STV *,$4.3900,"-0,56%","-1,65%","16,81%",,2024_04_21
2005,"DUCKIES Duckies, the canary network for Yellow",DUCKIES,"$272,999.21",$0.005241,52.088.321 DUCKIES *,$270.09,"0,07%","1,38%","8,55%",,2024_04_21
2006,SWOP Swop,SWOP,"$268,889.70",$0.07331,3.667.599 SWOP,"$23,763.18","0,03%","0,16%","28,23%",,2024_04_21
2007,QWAN The QWAN,QWAN,"$267,516.27",$0.006145,43.533.333 QWAN *,--,"0,03%",<0.01%,"13,93%",,2024_04_21
2008,CTT CryptoTycoon,CTT,"$267,217.66",$0.3474,769.249 CTT *,"$12,651.27","0,12%","0,38%","-6,89%",,2024_04_21
2009,DDOS disBalancer,DDOS,"$269,115.63",$0.03963,6.790.717 DDOS *,"$14,003.20","0,54%","5,83%","6,76%",,2024_04_21
2010,FOR Fortuna Sittard Fan Token,FOR,"$264,732.24",$0.4443,595.868 FOR *,$13.81,"-0,77%","2,98%","7,39%",,2024_04_21
2011,COOK Cook Finance,COOK,"$265,101.63",$0.0003034,873.630.735 COOK *,"$71,114.11","0,13%","-4,90%","-3,52%",,2024_04_21
2012,RVC Ravencoin Classic,RVC,"$261,813.76",$0.00001903,13.758.258.982 RVC,"$14,207.99","-0,12%","3,49%","6,85%",,2024_04_21
2013,MIBR MIBR Fan Token,MIBR,"$262,544.22",$0.1809,1.451.609 MIBR *,"$6,244.12",<0.01%,"-5,78%","4,00%",,2024_04_21
2014,BBANK blockbank,BBANK,"$262,358.76",$0.00124,211.561.980 BBANK *,"$10,508.07","0,00%","-52,85%","-14,45%",,2024_04_21
2015,DRC Digital Reserve Currency,DRC,"$259,197.51",$0.0002592,1.000.000.000 DRC,$634.90,"-0,83%","9,14%","7,53%",,2024_04_21
2016,ROCKI ROCKI,ROCKI,"$259,642.30",$0.03222,8.057.237 ROCKI *,"$46,676.58","0,34%","-7,95%","30,38%",,2024_04_21
2017,8PAY 8PAY,8PAY,"$257,827.34",$0.004296,60.010.875 8PAY *,$517.40,"2,16%","1,11%","-0,57%",,2024_04_21
2018,LANC Lanceria,LANC,"$257,590.30",$0.000957,269.152.549 LANC *,$749.98,<0.01%,"-2,25%","6,51%",,2024_04_21
2019,FINE Refinable,FINE,"$257,020.85",$0.00626,41.059.833 FINE *,"$151,552.36","0,14%","0,94%","8,68%",,2024_04_21
2020,HANDY Handy,HANDY,"$256,544.23",$0.0002712,945.972.125 HANDY,$33.83,"0,01%","-8,88%","-37,02%",,2024_04_21
2021,NERD Nerd AI,NERD,"$255,459.94",$0.0193,13.236.313 NERD *,"$79,086.15","0,05%","1,06%","0,92%",,2024_04_21
2022,CAI Club Atletico Independiente,CAI,"$254,120.26",$0.2656,956.634 CAI *,$1.8600,"-0,77%","-1,43%","7,21%",,2024_04_21
2023,ROUSH Roush Fenway Racing Fan Token,ROUSH,"$253,977.41",$0.2633,964.520 ROUSH *,$108.03,"-0,77%","6,59%","21,00%",,2024_04_21
2024,STEP Step®,STEP,"$253,701.63",$0.0002585,981.505.923 STEP *,$367.59,"-0,10%","1,61%","4,52%",,2024_04_21
2025,DEXA DEXA COIN,DEXA,"$252,016.70",$0.00001008,25.000.000.000 DEXA,"$142,608.08","0,21%","-6,79%","10,29%",,2024_04_21
2026,XCASH X-CASH,XCASH,"$252,781.47",$0.00000402,62.820.378.619 XCASH,$24.11,<0.01%,"26,07%","40,76%",,2024_04_21
2027,CRP CropperFinance,CRP,"$249,768.38",$0.008879,28.131.000 CRP *,"$25,688.17","-0,15%","-3,86%","0,58%",,2024_04_21
2028,KDG KingdomStarter,KDG,"$249,335.11",$0.0004696,531.000.869 KDG *,"$2,728.26","0,86%","10,32%","3,07%",,2024_04_21
2029,HIFIDENZA hiFIDENZA,HIFIDENZA,"$248,524.99",$0.08284,3.000.000 HIFIDENZA,"$11,617.12","-1,04%","-11,06%","-6,18%",,2024_04_21
2030,SHOP Shopping.io,SHOP,"$244,914.87",$0.002452,99.875.636 SHOP,$430.93,"6,46%","3,50%","-11,84%",,2024_04_21
2031,PWAR PolkaWar,PWAR,"$243,160.68",$0.002936,82.822.168 PWAR *,"$18,996.68","0,03%","0,21%","2,64%",,2024_04_21
2032,HIAZUKI hiAZUKI,HIAZUKI,"$243,193.78",$0.01114,21.835.000 HIAZUKI,"$66,253.77","-1,15%","0,54%","-3,14%",,2024_04_21
2033,HIPUNKS hiPUNKS,HIPUNKS,"$242,334.11",$0.08146,2.975.000 HIPUNKS,"$59,920.81","0,02%","-2,01%","-12,98%",,2024_04_21
2034,HIBAYC hiBAYC,HIBAYC,"$241,672.04",$0.04856,4.977.000 HIBAYC,"$62,555.51","2,22%","6,18%","9,34%",,2024_04_21
2035,MPH 88mph,MPH,"$240,829.06",$0.5176,465.279 MPH *,"$4,661.01","-0,64%","-6,97%","-6,92%",,2024_04_21
2036,RAINBOW Rainbow Token,RAINBOW,"$239,549.61",--,860.397.837.230.263 RAINBOW *,$5.3300,"0,00%","2,19%","50,23%",,2024_04_21
2037,XNO Xeno Token,XNO,"$239,199.21",$0.0002021,1.183.558.942 XNO *,"$498,756.52","0,53%","-5,15%","-13,72%",,2024_04_21
2038,HICOOLCATS hiCOOLCATS,HICOOLCATS,"$237,692.66",$0.00152,156.401.000 HICOOLCATS,"$10,353.69","2,74%","1,48%","-4,16%",,2024_04_21
2039,HISQUIGGLE hiSQUIGGLE,HISQUIGGLE,"$234,998.21",$0.0124,18.949.000 HISQUIGGLE,"$65,046.92","-0,21%","-3,39%","7,79%",,2024_04_21
2040,ATP Atlas Protocol,ATP,"$235,395.31",$0.00009138,2.576.066.703 ATP *,"$8,141.35","0,03%","5,88%","14,40%",,2024_04_21
2041,HIMAYC hiMAYC,HIMAYC,"$234,678.45",$0.007843,29.923.000 HIMAYC,"$85,971.80","0,25%","2,79%","5,24%",,2024_04_21
2042,ZYB Zyberswap,ZYB,"$233,054.20",$0.04145,5.622.515 ZYB *,"$34,509.00","-1,93%","-7,19%","-21,79%",,2024_04_21
2043,ESD Empty Set Dollar,ESD,"$232,250.50",$0.0005207,446.012.145 ESD *,--,"-0,28%","-0,51%","-0,57%",,2024_04_21
2044,DAPS DAPS Coin,DAPS,"$231,658.42",$0.000004,57.977.796.500 DAPS,--,"0,00%","0,00%","0,00%",,2024_04_21
2045,PLAY HEROcoin,PLAY,"$231,634.64",$0.001308,177.023.648 PLAY *,"$3,434.85","1,03%","-0,88%","22,69%",,2024_04_21
2046,NUX Peanut,NUX,"$229,986.68",$0.0046,50.000.000 NUX *,"$148,426.24","-0,27%","-2,77%","-5,60%",,2024_04_21
2047,SOHOT SOHOTRN,SOHOT,"$229,516.70",$0.0003196,718.196.192 SOHOT *,"$7,010.63","8,55%","7,02%","36,98%",,2024_04_21
2048,DDIM DuckDaoDime,DDIM,"$228,951.98",$0.2206,1.037.793 DDIM *,--,"-0,12%","-0,16%","-0,19%",,2024_04_21
2049,ACN Acorn Protocol,ACN,"$224,178.75",$0.00004788,4.682.213.372 ACN,"$13,327.10","-0,09%","2,01%","-12,58%",,2024_04_21
2050,HBX HashBX,HBX,"$222,241.14",$0.0003532,629.280.963 HBX *,$76.99,"0,00%","-0,77%","3,00%",,2024_04_21
2051,KSN KISSAN,KSN,"$228,107.16",$0.03419,6.671.863 KSN,"$218,885.07","-0,42%","-9,56%","-24,69%",,2024_04_21
2052,TIDAL Tidal Finance,TIDAL,"$223,047.54",$0.0002578,865.226.229 TIDAL *,"$219,553.42","0,16%","9,16%","11,47%",,2024_04_21
2053,KTON Darwinia Commitment Token,KTON,"$222,635.15",$4.3387,51.314 KTON *,"$18,462.70","-0,52%","-2,57%","19,87%",,2024_04_21
2054,SPORT SPORT,SPORT,"$221,553.22",$0.007557,29.316.736 SPORT,"$2,622.46","0,00%","2,56%","1,43%",,2024_04_21
2055,YF-DAI YFDAI.FINANCE,YF-DAI,"$218,529.53",$54.82,3986 YF-DAI *,"$44,537.35","0,81%","-11,76%","51,70%",,2024_04_21
2056,HIFLUF hiFLUF,HIFLUF,"$218,234.28",$0.001695,128.763.000 HIFLUF,"$149,851.24","0,27%","-1,56%","-23,81%",,2024_04_21
2057,MSU MetaSoccer,MSU,"$215,806.48",$0.001856,116.279.055 MSU *,"$13,962.10","0,03%","1,70%","-6,18%",,2024_04_21
2058,PCNT Playcent,PCNT,"$214,395.35",$0.005851,36.645.236 PCNT *,"$19,912.43","0,08%","2,00%","4,28%",,2024_04_21
2059,DYNA Dynamix,DYNA,"$214,212.64",--,523.011.607.578.823 DYNA,$67.62,"0,00%","1,27%","3,96%",,2024_04_21
2060,LKR Lokr,LKR,"$214,628.52",$0.008375,25.628.273 LKR,"$321,845.54","-0,30%","0,31%","-0,97%",,2024_04_21
2061,WSG Wall Street Games (old),WSG,"$213,185.40",--,882.991.672.719.428 WSG *,"$28,884.28","0,00%","-1,41%","-50,69%",,2024_04_21
2062,BANANA ApeSwap,BANANA,"$212,882.67",$0.001044,203.941.928 BANANA *,"$1,006.17","0,00%","1,41%","1,99%",,2024_04_21
2063,GEM Gemie,GEM,"$212,158.49",$0.001804,117.610.532 GEM *,"$124,465.55","1,27%","0,90%","0,45%",,2024_04_21
2064,UCH Universidad de Chile Fan Token,UCH,"$210,352.25",$0.181,1.162.424 UCH *,$51.29,"-0,77%","-3,71%","21,72%",,2024_04_21
2065,WSPP Wolf Safe Poor People,WSPP,"$210,910.85",--,13.503.541.024.289.604 WSPP *,$271.88,"0,00%","2,33%","5,61%",,2024_04_21
2066,RACEFI RaceFi,RACEFI,"$210,562.74",$0.004559,46.185.335 RACEFI *,$323.64,"0,00%","-3,90%","-3,16%",,2024_04_21
2067,ASPO ASPO World,ASPO,"$210,421.47",$0.002632,79.936.866 ASPO *,$282.30,"0,00%","0,61%","-12,35%",,2024_04_21
2068,PTF PowerTrade Fuel,PTF,"$210,111.05",$0.009013,23.311.586 PTF *,"$134,075.11","-0,11%","-6,37%","-0,39%",,2024_04_21
2069,MHUNT MetaShooter,MHUNT,"$206,547.36",$0.006403,32.260.173 MHUNT *,"$100,464.36","-0,08%","-2,00%","-1,71%",,2024_04_21
2070,SHRED ShredN,SHRED,"$204,693.67",$0.9747,210.000 SHRED *,"$37,346.92","-0,09%","0,02%","-1,10%",,2024_04_21
2071,DZG Dinamo Zagreb Fan Token,DZG,"$202,381.43",$0.2285,885.618 DZG *,$219.72,"-0,77%","-1,36%","11,06%",,2024_04_21
2072,RUSH RUSH COIN,RUSH,"$202,729.33",$0.000128,1.584.249.827 RUSH *,$207.95,<0.01%,"-1,88%","48,93%",,2024_04_21
2073,BAC Basis Cash,BAC,"$202,000.05",$0.003701,54.575.145 BAC *,"$23,813.19","-0,10%","-15,31%","-7,33%",,2024_04_21
2074,JET Jetcoin,JET,"$199,672.69",$0.002744,72.768.025 JET *,$99.53,<0.01%,"-0,01%","7,56%",,2024_04_21
2075,OBX OpenBlox,OBX,"$197,688.59",$0.0000762,2.594.333.333 OBX *,"$4,145.52","-0,49%","0,09%","-13,14%",,2024_04_21
2076,HOPE HOPE,HOPE,"$195,274.85",$0.0002042,956.157.114 HOPE *,$55.35,"0,00%","0,23%","-29,47%",,2024_04_21
2077,INXT Internxt,INXT,"$194,827.86",$0.1741,1.119.294 INXT *,"$540,606.58","-3,73%","-3,58%","-7,65%",,2024_04_21
2078,SHARE Seigniorage Shares,SHARE,"$194,567.52",$0.009295,20.932.682 SHARE *,"$1,637.34","0,03%","0,35%","1,52%",,2024_04_21
2079,XIO Blockzero Labs,XIO,"$193,694.57",$0.005293,36.592.410 XIO,$149.29,"0,00%","4,91%","0,81%",,2024_04_21
2080,GLS Golos Blockchain,GLS,"$191,417.31",$0.0004905,390.268.370 GLS,--,"0,00%","-0,02%","-14,82%",,2024_04_21
2081,ZORA Zoracles,ZORA,"$191,231.18",$35.00,5463 ZORA *,$582.63,<0.01%,"-21,12%","-36,94%",,2024_04_21
2082,TRAXX Traxx,TRAXX,"$190,769.81",$0.004254,44.845.574 TRAXX *,"$154,921.16","0,24%","0,17%","-1,61%",,2024_04_21
2083,FINA Defina Finance,FINA,"$190,450.16",$0.002808,67.819.855 FINA *,"$50,167.70","0,07%","-6,60%","-8,57%",,2024_04_21
2084,KART Dragon Kart,KART,"$189,791.73",$0.004562,41.600.061 KART *,--,"0,03%",<0.01%,"-0,06%",,2024_04_21
2085,DAVIS Davis Cup Fan Token,DAVIS,"$188,784.14",$0.3457,546.124 DAVIS *,$1.7300,"-0,77%","-5,35%","-5,90%",,2024_04_21
2086,BATH Battle Hero,BATH,"$189,277.77",$0.003803,49.773.309 BATH,--,"0,00%","0,00%","0,00%",,2024_04_21
2087,AD ADreward,AD,"$189,206.87",$0.00002207,8.571.666.674 AD,"$15,338.92","0,79%","13,52%","7,58%",,2024_04_21
2088,TRL Triall,TRL,"$189,060.03",$0.004463,42.365.415 TRL *,$763.31,"0,00%","2,80%","0,42%",,2024_04_21
2089,APRIL April,APRIL,"$188,092.13",$0.002232,84.265.543 APRIL *,$337.14,"0,00%","-0,18%","1,23%",,2024_04_21
2090,TANK CryptoTanks,TANK,"$188,054.95",$0.003869,48.610.000 TANK *,"$1,287.73","-0,37%","6,87%","-18,06%",,2024_04_21
2091,SDT Stake DAO,SDT,"$187,523.01",$0.2646,708.604 SDT *,$844.98,"0,00%","-0,17%","6,45%",,2024_04_21
2092,SAKE SakeToken,SAKE,"$186,288.52",$0.001829,101.862.352 SAKE *,"$45,696.75","-0,20%","-1,27%","4,73%",,2024_04_21
2093,CNTR Centaur,CNTR,"$185,116.02",$0.00003756,4.928.458.333 CNTR *,$6.9400,"0,00%","1,42%","7,85%",,2024_04_21
2094,MOTA MotaCoin,MOTA,"$184,277.07",$0.003247,56.745.211 MOTA,$0.01,"-0,13%","-16,65%","-1,13%",,2024_04_21
2095,NEBL Neblio,NEBL,"$184,021.90",$0.008788,20.939.384 NEBL *,"$39,526.87","5,14%","0,85%","4,19%",,2024_04_21
2096,KEYFI KeyFi,KEYFI,"$182,803.11",$0.068,2.688.429 KEYFI *,$41.46,"0,00%","0,45%","2,59%",,2024_04_21
2097,JRT Jarvis Network,JRT,"$178,299.54",$0.006147,29.005.880 JRT *,$115.49,"-0,91%","10,28%","10,25%",,2024_04_21
2098,GMAT GoWithMi,GMAT,"$177,356.67",$0.00006512,2.723.550.000 GMAT *,"$25,134.49","-0,06%","0,41%","-6,30%",,2024_04_21
2099,BP Beyond Protocol,BP,"$177,363.35",$0.001075,165.059.723 BP,"$12,419.76","0,05%","-9,41%","-18,98%",,2024_04_21
2100,MYRA Mytheria,MYRA,"$176,214.04",$0.009324,18.898.630 MYRA,"$14,370.83","0,45%","0,28%","-2,32%",,2024_04_21
2101,erowan SifChain,erowan,"$176,161.57",$0.00002301,7.656.513.806 erowan *,"$93,544.09","9,52%","-34,30%","-28,19%",,2024_04_21
2102,NRV Nerve Finance,NRV,"$175,803.54",$0.003802,46.237.771 NRV *,"$22,870.98","0,01%","-0,95%","-0,87%",,2024_04_21
2103,AXIS Axis DeFi,AXIS,"$174,031.80",$0.08349,2.084.401 AXIS,"$23,056.79","0,03%","-0,11%","-7,59%",,2024_04_21
2104,EXGO EXGOLAND,EXGO,"$173,435.16",$0.03469,4.999.728 EXGO *,"$110,691.89","-0,76%","2,23%","3,84%",,2024_04_21
2105,ORION Orion Money,ORION,"$172,644.51",$0.001817,95.000.673 ORION *,"$11,605.84","0,04%","2,86%","0,83%",,2024_04_21
2106,PPAY Plasma Finance,PPAY,"$172,608.41",$0.001402,123.116.295 PPAY *,$20.23,"0,00%","1,64%","37,52%",,2024_04_21
2107,SKU Sakura,SKU,"$172,707.86",$0.003259,53.000.000 SKU *,"$13,447.06","-0,24%","3,44%","23,26%",,2024_04_21
2108,HGET Hedget,HGET,"$172,314.34",$0.09838,1.751.448 HGET *,"$128,982.02","-0,02%","-1,55%","-4,78%",,2024_04_21
2109,MEMEMINT MEME MINT,MEMEMINT,"$171,132.72",$0.0006415,266.778.914 MEMEMINT *,"$73,243.31","-1,37%","5,28%","-15,48%",,2024_04_21
2110,NAX NextDAO,NAX,"$171,555.97",$0.00006551,2.618.846.335 NAX,"$19,243.50","0,34%","-5,68%","29,16%",,2024_04_21
2111,UPX uPlexa,UPX,"$170,768.75",$0.00006495,2.629.276.861 UPX *,--,"-0,13%",<0.01%,"-1,13%",,2024_04_21
2112,BTB BitBall,BTB,"$170,193.69",$0.0002805,606.692.575 BTB,$412.83,"-0,09%","0,89%","6,87%",,2024_04_21
2113,TIK ChronoBase,TIK,"$169,292.02",$0.4227,400.522 TIK,--,"-0,10%","-0,11%","-0,15%",,2024_04_21
2114,IGG IG Gold,IGG,"$168,889.04",$0.00001907,8.856.541.707 IGG,$0.62,"0,00%","0,38%","-2,70%",,2024_04_21
2115,FCL Fractal ID,FCL,"$169,239.95",$0.0102,16.595.271 FCL *,"$1,613.72","0,16%","-1,05%","0,87%",,2024_04_21
2116,DCNTR Decentrahub Coin,DCNTR,"$168,034.32",$0.09488,1.771.062 DCNTR *,--,"-0,74%","1,09%","1,82%",,2024_04_21
2117,DHV DeHive,DHV,"$168,225.37",$0.04185,4.019.375 DHV *,"$19,335.19","0,10%","0,33%","3,16%",,2024_04_21
2118,CON CONUN,CON,"$167,812.11",$0.00005792,2.897.405.859 CON,--,"0,00%","0,00%","-71,13%",,2024_04_21
2119,GCOIN Galaxy Fight Club,GCOIN,"$166,727.86",$0.01159,14.384.463 GCOIN,"$12,586.63","-0,03%","-0,17%","-3,94%",,2024_04_21
2120,TEM TemDAO,TEM,"$165,696.61",$0.00000611,27.105.282.561 TEM,--,"0,03%",<0.01%,"-0,06%",,2024_04_21
2121,HIFRIENDS hiFRIENDS,HIFRIENDS,"$165,445.21",$0.0009295,178.000.000 HIFRIENDS,"$113,451.32","0,03%","0,66%","30,59%",,2024_04_21
2122,DNXC DinoX,DNXC,"$165,294.31",$0.00486,34.011.080 DNXC *,"$126,414.42","-1,45%","-2,60%","-8,24%",,2024_04_21
